Account	Flag	Check Number	Date	Payee	Category	Master Category	Sub Category	Memo	Outflow	Inflow	Cleared	Running Balance
Capital One Quicksilver			1/6/2017	Airport	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Animal crackers	$4.25 	$0.00 	R	"($1,688.17)"
Capital One Quicksilver			1/6/2017	Mens Warehouse	Everday Wants:Shoes and Clothing [20→100]	Everday Wants	Shoes and Clothing [20→100]	Fittings	$139.00 	$0.00 	R	"($1,827.17)"
Capital One Quicksilver			1/8/2017	Edible Arrangements	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts	Haley one year	$52.99 	$0.00 	R	"($1,880.16)"
Capital One Quicksilver			1/8/2017	Grace Harper Florists	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts	Flowers for one year	$78.90 	$0.00 	R	"($1,959.06)"
Capital One Quicksilver			1/10/2017	MTA	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Metro card	$20.00 	$0.00 	R	"($1,979.06)"
Capital One Quicksilver			1/10/2017	Northwestern University	Infrequent Purchases and Payments:Higher Education [funded]	Infrequent Purchases and Payments	Higher Education [funded]	App Fee	$75.00 	$0.00 	R	"($2,054.06)"
Capital One Quicksilver			1/12/2017	Transfer : Checking Main					$0.00 	"$1,979.06 "	R	($75.00)
Capital One Quicksilver			1/12/2017	Spirit	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	Jan28-28	$94.39 	$0.00 	R	($169.39)
Capital One Quicksilver			1/13/2017	McDonalds	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Airport	$9.19 	$0.00 	R	($178.58)
Capital One Quicksilver			1/14/2017	Parking	Everday Wants:Spending Money	Everday Wants	Spending Money	Detroit 	$4.00 	$0.00 	R	($182.58)
Capital One Quicksilver			1/14/2017	Greektown	Everday Wants:Spending Money	Everday Wants	Spending Money		$10.00 	$0.00 	R	($192.58)
Capital One Quicksilver			1/14/2017	Whalburgers	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Greektown	$30.74 	$0.00 	R	($223.32)
Capital One Quicksilver			1/15/2017	Rite Aid	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Milk	$2.89 	$0.00 	R	($226.21)
Capital One Quicksilver			1/15/2017	Jets Pizza	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Detroit	$24.37 	$0.00 	R	($250.58)
Capital One Quicksilver			1/15/2017	Third Street	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Matt Christian	$27.00 	$0.00 	R	($277.58)
Capital One Quicksilver			1/16/2017	Wasabi	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley and Friends	$42.60 	$0.00 	R	($320.18)
Capital One Quicksilver			1/18/2017	Amazon	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Lots of food - credit card	$23.35 	$0.00 	R	($343.53)
Capital One Quicksilver			1/18/2017	Labcorp	Everyday Needs:Medical	Everyday Needs	Medical	Surprise bill 	$86.09 	$0.00 	R	($429.62)
Capital One Quicksilver			1/20/2017	Delta	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	Feb 17-19	$251.40 	$0.00 	R	($681.02)
Capital One Quicksilver			1/21/2017	Laundry	Everyday Needs:Utilities	Everyday Needs	Utilities		$25.00 	$0.00 	R	($706.02)
Capital One Quicksilver			1/21/2017	Big Apple Meat Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	"Potatoes, milk, sour cream, meat"	$37.55 	$0.00 	R	($743.57)
Capital One Quicksilver			1/22/2017	Amazon	Everday Wants:Shoes and Clothing [20→100]	Everday Wants	Shoes and Clothing [20→100]	Hangers	$11.99 	$0.00 	R	($755.56)
Capital One Quicksilver			1/22/2017	Grace Harper Florists	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts	Flowers for Valentines Day	$60.35 	$0.00 	R	($815.91)
Capital One Quicksilver			1/25/2017	Transfer : Checking Main					$0.00 	$681.02 	R	($134.89)
Capital One Quicksilver			1/28/2017	Antie Anns	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$14.98 	$0.00 	R	($149.87)
Capital One Quicksilver			1/28/2017	Ann Arbor Arms	Everday Wants:Spending Money	Everday Wants	Spending Money	Shooting with Haley	$80.13 	$0.00 	R	($230.00)
Capital One Quicksilver			1/29/2017	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Nettie pot 	$13.95 	$0.00 	R	($243.95)
Capital One Quicksilver			2/1/2017	RCN	Everyday Needs:Utilities	Everyday Needs	Utilities	Internet	$53.42 	$0.00 	R	($297.37)
Capital One Quicksilver			2/3/2017	Capital One	Income:Available this month	Income	Available this month	Redemption of Rewards	$0.00 	$58.01 	R	($239.36)
Capital One Quicksilver			2/4/2017	Sons Of Thunder	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Random poke place California style 	$12.52 	$0.00 	R	($251.88)
Capital One Quicksilver			2/4/2017	Big Apple Meat Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Groceries Milk meat and eggs	$33.57 	$0.00 	R	($285.45)
Capital One Quicksilver			2/5/2017	Delta	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	Return flight from CAK to LGA on the 19th	$28.60 	$0.00 	R	($314.05)
Capital One Quicksilver			2/9/2017	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Mattress topper	$56.98 	$0.00 	R	($371.03)
Capital One Quicksilver			2/11/2017	Amazon	"Everday Wants:Health, Gym, Supps"	Everday Wants	"Health, Gym, Supps"	Chalk ball	$7.99 	$0.00 	R	($379.02)
Capital One Quicksilver			2/11/2017	Laundry	Everyday Needs:Utilities	Everyday Needs	Utilities		$10.00 	$0.00 	R	($389.02)
Capital One Quicksilver			2/11/2017	Eons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Greek after blooddraw	$12.50 	$0.00 	R	($401.52)
Capital One Quicksilver			2/11/2017	Big Apple Meat Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Groceries Milk meat and eggs	$30.16 	$0.00 	R	($431.68)
Capital One Quicksilver			2/15/2017	Cafe Duke	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	With Kyle 	$11.64 	$0.00 	R	($443.32)
Capital One Quicksilver			2/16/2017	Duke	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Dinner	$10.26 	$0.00 	R	($453.58)
Capital One Quicksilver			2/17/2017	BNP Market	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts	Cookie Haley 	$7.26 	$0.00 	R	($460.84)
Capital One Quicksilver			2/17/2017	BNP Market	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts	Cookie Haley 	$11.07 	$0.00 	R	($471.91)
Capital One Quicksilver			2/18/2017	Sbarro	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Breadsticks	$4.98 	$0.00 	R	($476.89)
Capital One Quicksilver			2/18/2017	Dicks Sporting Goods	Everday Wants:Spending Money	Everday Wants	Spending Money	Bike lock	$6.39 	$0.00 	R	($483.28)
Capital One Quicksilver			2/18/2017	Pulp	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley and Sisters	$10.50 	$0.00 	R	($493.78)
Capital One Quicksilver			2/19/2017	Transfer : Checking Main					$0.00 	$471.91 	R	($21.87)
Capital One Quicksilver			2/19/2017	The Barrel Room	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley and Brooke	$28.18 	$0.00 	R	($50.05)
Capital One Quicksilver			2/20/2017	Brooklyn Fare Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Meat and milk and potatoes and eggs 	$24.42 	$0.00 	R	($74.47)
Capital One Quicksilver			2/20/2017	University Of Chicago	Infrequent Purchases and Payments:Higher Education [funded]	Infrequent Purchases and Payments	Higher Education [funded]	Application	$90.00 	$0.00 	R	($164.47)
Capital One Quicksilver			2/20/2017	Labcorp	Everyday Needs:Medical	Everyday Needs	Medical	Blood Test round 2 for testosorone	$108.31 	$0.00 	R	($272.78)
Capital One Quicksilver			2/21/2017	Jet Blue	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	JFK -> Orlando 3/10	$162.20 	$0.00 	R	($434.98)
Capital One Quicksilver			2/21/2017	Delta	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	Orlando -> JFK 3/12	$163.20 	$0.00 	R	($598.18)
Capital One Quicksilver			2/22/2017	Amazon	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Bike tube	$8.09 	$0.00 	R	($606.27)
Capital One Quicksilver			2/23/2017	Lovepop	Everday Wants:Spending Money	Everday Wants	Spending Money	Valentine's Day card take 2	$14.15 	$0.00 	R	($620.42)
Capital One Quicksilver			2/23/2017	FedEx	Everday Wants:Spending Money	Everday Wants	Spending Money	Sending the haircomb off 	$19.17 	$0.00 	R	($639.59)
Capital One Quicksilver			2/23/2017	Delta	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	March 31-APR 02	$201.40 	$0.00 	R	($840.99)
Capital One Quicksilver			2/25/2017	Transfer : Checking Main					$0.00 	$134.89 	R	($706.10)
Capital One Quicksilver			2/25/2017	Reconciliation Balance Adjustment	Everday Wants:Spending Money	Everday Wants	Spending Money	Entered automatically by YNAB	$1.00 	$0.00 	R	($707.10)
Capital One Quicksilver			2/25/2017	Liquior Store	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Kyle	$34.53 	$0.00 	R	($741.63)
Capital One Quicksilver			2/26/2017	Brooklyn Fare Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Meat and milk and potatoes and eggs 	$68.03 	$0.00 	R	($809.66)
Capital One Quicksilver			2/27/2017	Chick Fil A	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Milkshake	$4.89 	$0.00 	R	($814.55)
Capital One Quicksilver			2/27/2017	Laundry	Everyday Needs:Utilities	Everyday Needs	Utilities		$10.00 	$0.00 	R	($824.55)
Capital One Quicksilver			2/27/2017	Staging Bar	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Kyle 	$15.00 	$0.00 	R	($839.55)
Capital One Quicksilver			2/27/2017	Amazon	"Everday Wants:Health, Gym, Supps"	Everday Wants	"Health, Gym, Supps"	(Split 1/2) Protein Powder / Protein Powder & Bike lock	$58.19 	$0.00 	R	($903.77)
Capital One Quicksilver			2/27/2017	Amazon	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	(Split 2/2) Bike lock / Protein Powder & Bike lock	$6.03 	$0.00 	R	($903.77)
Capital One Quicksilver			2/28/2017	Bocca	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Kyle Hamburger	$8.98 	$0.00 	R	($912.75)
Capital One Quicksilver			3/1/2017	RCN	Everyday Needs:Utilities	Everyday Needs	Utilities	Internet	$53.42 	$0.00 	R	($966.17)
Capital One Quicksilver			3/3/2017	Transfer : Checking Main					$0.00 	$912.75 	R	($53.42)
Capital One Quicksilver			3/3/2017	Chick Fil A	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Kyle	$6.52 	$0.00 	R	($59.94)
Capital One Quicksilver			3/3/2017	United	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	April 15-16 Easter 	$253.40 	$0.00 	R	($313.34)
Capital One Quicksilver			3/4/2017	Kiabacca	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Downeast cider 	$16.00 	$0.00 	R	($329.34)
Capital One Quicksilver			3/4/2017	Big Apple Meat Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Food for the week	$44.90 	$0.00 	R	($374.24)
Capital One Quicksilver			3/5/2017	Capital One	StopGap / Rainy Day Funds:Deep Shit Fund [1k->12k]	StopGap / Rainy Day Funds	Deep Shit Fund [1k->12k]		$0.00 	$19.18 	R	($355.06)
Capital One Quicksilver			3/5/2017	Brooklyn Fare Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Milk	$2.49 	$0.00 	R	($357.55)
Capital One Quicksilver			3/5/2017	Laundry	Everyday Needs:Utilities	Everyday Needs	Utilities		$10.00 	$0.00 	R	($367.55)
Capital One Quicksilver			3/5/2017	Walmart	Everday Wants:Spending Money	Everday Wants	Spending Money	Paper towels 	$17.33 	$0.00 	R	($384.88)
Capital One Quicksilver			3/7/2017	Edible Arrangements	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts	Haley finals 	$40.50 	$0.00 	R	($425.38)
Capital One Quicksilver			3/9/2017	Chipotle	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Kyle	$9.00 	$0.00 	R	($434.38)
Capital One Quicksilver			3/10/2017	Cafe Duke	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	With Kyle 	$7.57 	$0.00 	R	($441.95)
Capital One Quicksilver			3/11/2017	Burger King	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Orlando airport	$4.79 	$0.00 	R	($446.74)
Capital One Quicksilver			3/12/2017	Laundry	Everyday Needs:Utilities	Everyday Needs	Utilities		$10.00 	$0.00 	R	($456.74)
Capital One Quicksilver			3/13/2017	Bocca	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Kyle Hamburger	$8.54 	$0.00 	R	($465.28)
Capital One Quicksilver			3/14/2017	MTA	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Metro card	$10.00 	$0.00 	R	($475.28)
Capital One Quicksilver			3/14/2017	Das Keyboard	Infrequent Purchases and Payments:Computer R&R [30->200]	Infrequent Purchases and Payments	Computer R&R [30->200]	Professional 4 with edu discount and brown switches 	$138.40 	$0.00 	R	($613.68)
Capital One Quicksilver			3/16/2017	Labcorp	Everyday Needs:Medical	Everyday Needs	Medical	Blood Test round 2 for testosorone	$46.38 	$0.00 	R	($660.06)
Capital One Quicksilver			3/18/2017	Brooklyn Fare Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Milk eggs meat ramen + $10 off	$24.32 	$0.00 	R	($684.38)
Capital One Quicksilver			3/20/2017	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Cameron doing his renting shit again	$3.99 	$0.00 	R	($688.37)
Capital One Quicksilver			3/20/2017	KFC	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Kyle	$4.33 	$0.00 	R	($692.70)
Capital One Quicksilver			3/21/2017	Laundry	Everyday Needs:Utilities	Everyday Needs	Utilities		$10.00 	$0.00 	R	($702.70)
Capital One Quicksilver			3/22/2017	Amazon	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Kenda 700CC Pesta bike valve	$18.24 	$0.00 	R	($720.94)
Capital One Quicksilver			3/22/2017	Edible Arrangements	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts	Haley big test	$40.50 	$0.00 	R	($761.44)
Capital One Quicksilver			3/22/2017	Amazon	Everyday Needs:General Grocery	Everyday Needs	General Grocery	"Potatoes, Sports tape, bandaids and Ritz crackers"	$42.50 	$0.00 	R	($803.94)
Capital One Quicksilver			3/23/2017	McDonalds	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Lunch	$10.43 	$0.00 	R	($814.37)
Capital One Quicksilver			3/25/2017	Joe Thomas	Everday Wants:Spending Money	Everday Wants	Spending Money	Breakage	$5.97 	$0.00 	R	($820.34)
Capital One Quicksilver			3/26/2017	Transfer : Checking Main					$0.00 	$763.44 	R	($56.90)
Capital One Quicksilver			3/28/2017	Cafe Duke	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Spill over 	$8.46 	$0.00 	R	($65.36)
Capital One Quicksilver			3/29/2017	Amazon	Everday Wants:Shoes and Clothing [20→100]	Everday Wants	Shoes and Clothing [20→100]	Socks	$13.99 	$0.00 	R	($79.35)
Capital One Quicksilver			3/30/2017	Pot Belly	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Lunch with Kyle	$7.24 	$0.00 	R	($86.59)
Capital One Quicksilver			3/31/2017	Caribou Coffee	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Airport 	$10.38 	$0.00 	R	($96.97)
Capital One Quicksilver			3/31/2017	MTA	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Metro card	$20.00 	$0.00 	R	($116.97)
Capital One Quicksilver			3/31/2017	Top Of The Pontch	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Dinner date	$90.00 	$0.00 	R	($206.97)
Capital One Quicksilver			4/1/2017	Parking	Everday Wants:Spending Money	Everday Wants	Spending Money	Parking for top of the pontch	$2.00 	$0.00 	R	($208.97)
Capital One Quicksilver			4/1/2017	Grand Trunk	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$16.84 	$0.00 	R	($225.81)
Capital One Quicksilver			4/1/2017	Punchbowl Social	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Detroit	$17.90 	$0.00 	R	($243.71)
Capital One Quicksilver			4/1/2017	Leo's Coney Island	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Breakfast off the plane with Haley	$18.14 	$0.00 	R	($261.85)
Capital One Quicksilver			4/1/2017	RCN	Everyday Needs:Utilities	Everyday Needs	Utilities	Internet	$53.42 	$0.00 	R	($315.27)
Capital One Quicksilver			4/2/2017	Duane Reade	Everday Wants:Spending Money	Everday Wants	Spending Money	Aloe	$6.30 	$0.00 	R	($321.57)
Capital One Quicksilver			4/3/2017	Checkers	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Milkshakes	$9.07 	$0.00 	R	($330.64)
Capital One Quicksilver			4/3/2017	Spirit	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	April 28-30 with morning flights 	$144.38 	$0.00 	R	($475.02)
Capital One Quicksilver			4/8/2017	Laundry	Everyday Needs:Utilities	Everyday Needs	Utilities		$25.00 	$0.00 	R	($500.02)
Capital One Quicksilver			4/8/2017	Churrascaria Plataform	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Garrison	$59.12 	$0.00 	R	($559.14)
Capital One Quicksilver			4/8/2017	Churrascaria Plataform	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Garrison	$59.12 	$0.00 	R	($618.26)
Capital One Quicksilver			4/9/2017	M1-5	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$9.71 	$0.00 	R	($627.97)
Capital One Quicksilver			4/9/2017	MTA	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Filling up the card	$20.00 	$0.00 	R	($647.97)
Capital One Quicksilver			4/9/2017	M1-5	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Garrison and gang 	$38.93 	$0.00 	R	($686.90)
Capital One Quicksilver			4/9/2017	The Grafton	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Garrison and gang 	$42.11 	$0.00 	R	($729.01)
Capital One Quicksilver			4/10/2017	Skylight Diner	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Garrison	$26.25 	$0.00 	R	($755.26)
Capital One Quicksilver			4/12/2017	Transfer : Checking Main				Pay off the balance	$0.00 	"$1,162.19 "	R	$406.93 
Capital One Quicksilver			4/12/2017	Amazon	Infrequent Purchases and Payments:One-Offs [25->150]	Hidden Categories	Infrequent Purchases and Payments ` One-Offs [25->150] ` 9970A765-F089-A4B4-D50E-14E37309C9CF	Phone Case for the broken iphone	$27.21 	$0.00 	R	$379.72 
Capital One Quicksilver			4/12/2017	Apple	Infrequent Purchases and Payments:One-Offs [25->150]	Hidden Categories	Infrequent Purchases and Payments ` One-Offs [25->150] ` 9970A765-F089-A4B4-D50E-14E37309C9CF	Phone breakage	$292.87 	$0.00 	R	$86.85 
Capital One Quicksilver			4/14/2017	Capital One	Income:Available this month	Income	Available this month	Account Redemption of Credit	$0.00 	$27.89 	R	$114.74 
